dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
sparse_spike,0.01,120,0.4536708990732829,0.45301152269045514,13.169946670532227,0.5848199129104614,0.9903225700060526,551.8583780924479,12.897622108459473,10.137133280436197
sparse_spike,0.1,120,0.37171298265457153,0.3748660484949748,1.3157767454783122,0.5844471057256063,0.9992040197054545,55.6017812093099,1.3195809523264568,1.61799422899882
sparse_spike,0.2,120,0.3640107015768687,0.3628353575865428,0.6606108148892721,0.5834882855415344,0.9995760718981425,28.121695200602215,0.6794458627700806,0.7621591687202454
sparse_spike,0.3,120,0.3456636567910512,0.3581196864446004,0.43932193517684937,0.5834140578905741,0.999626080195109,18.8691463470459,0.47784216205279034,0.5263258218765259
sparse_spike,0.4,120,0.32845760385195416,0.3531753122806549,0.32986322045326233,0.5827358365058899,0.9997007052103678,14.253398259480795,0.3754625817139943,0.40463831027348834
sparse_spike,0.5,120,0.3151927888393402,0.3445018728574117,0.2637836734453837,0.5840831796328226,0.9997391899426779,11.496071497599283,0.317109336455663,0.33198169867197674
sparse_spike,0.6,120,0.2993904948234558,0.3400167723496755,0.2199757198492686,0.5818594495455424,0.9997727473576864,9.69140338897705,0.2787053386370341,0.2809290985266368
sparse_spike,0.7,120,0.2863847513993581,0.3324743111928304,0.1879806121190389,0.5800093611081442,0.999828577041626,8.351404190063477,0.250582292675972,0.2453740934530894
sparse_spike,0.8,120,0.2779632310072581,0.33188730478286743,0.1649725337823232,0.5801137884457906,0.9998307228088379,7.349119822184245,0.23041602969169617,0.21886963148911795
sparse_spike,0.9,120,0.2642143666744232,0.3248523672421773,0.1462398866812388,0.5791246294975281,0.9998386899630228,6.615798791249593,0.2146406720081965,0.19639995694160461
sparse_spike,1.0,120,0.25469138224919635,0.31842106580734253,0.1320905089378357,0.5777846376101176,0.9998621344566345,5.994501113891602,0.2007859398921331,0.17936934034029642
