dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
tdv,0.01,120,238.7313690185547,232.0417022705078,12028.223958333334,74.24080403645833,131.56734212239584,177542.03645833334,11828.752604166666,10292.275716145834
tdv,0.1,120,43.43470764160156,46.944339752197266,1202.5545247395833,73.43527730305989,130.80828857421875,17865.035807291668,1179.1549886067708,1483.6734619140625
tdv,0.2,120,35.64979044596354,39.16812006632487,599.6754353841146,73.03421274820964,130.69656880696616,8969.699869791666,589.8518880208334,1088.2573649088542
tdv,0.3,120,32.392721811930336,35.008399963378906,399.65565999348956,72.7830810546875,130.7332763671875,5974.461263020833,393.22118123372394,672.1170450846354
tdv,0.4,120,31.139892578125,34.3369992574056,300.2279866536458,72.41614786783855,130.7023722330729,4488.212727864583,295.31064860026044,440.4996337890625
tdv,0.5,120,30.953393300374348,30.94177754720052,240.1527557373047,71.89384460449219,130.71483866373697,3629.0411783854165,236.0362803141276,288.75840250651044
tdv,0.6,120,29.99926821390788,28.335412343343098,200.51978556315103,71.35111999511719,130.7243398030599,3029.2820638020835,196.53946431477866,228.57702128092447
tdv,0.7,120,29.936465581258137,25.57056935628255,171.17011515299478,70.93777974446614,130.74500020345053,2601.2039388020835,168.86278788248697,189.85611979166666
tdv,0.8,120,29.664390563964844,22.142024358113606,149.8108164469401,70.54391225179036,130.73930867513022,2284.88134765625,148.98513793945312,164.34173075358072
tdv,0.9,120,29.480801900227863,20.910730361938477,133.41217041015625,70.40649159749348,130.72909545898438,2025.1024169921875,131.39749145507812,144.38121541341147
tdv,1.0,120,29.263147989908855,21.669457753499348,119.86630249023438,69.84595489501953,130.72672017415366,1839.7104899088542,118.53737131754558,129.72669474283853
