dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
high_volatility,0.01,120,4.539939244588216,4.568933010101318,40.02349090576172,5.286912759145101,1.002205491065979,1582.9315592447917,38.67345428466797,29.941944758097332
high_volatility,0.1,120,4.084204912185669,4.226728121439616,3.913530111312866,5.293863773345947,0.999465803305308,165.63409932454428,4.413211186726888,5.95612637201945
high_volatility,0.2,120,3.446462551752726,4.143118858337402,1.9162461757659912,5.24534797668457,0.9994101325670878,83.7809321085612,2.8238250414530435,3.1049818992614746
high_volatility,0.3,120,3.041242520014445,3.788123289744059,1.287046233812968,5.14213752746582,0.999419629573822,54.70192209879557,2.287132819493612,2.4384584426879883
high_volatility,0.4,120,2.677551031112671,3.6445067723592124,0.9757390022277832,5.20918607711792,0.9994568030039469,43.10055287679037,2.045180320739746,2.037674387296041
high_volatility,0.5,120,2.9006168047587075,3.4975825945536294,0.8035888274510702,5.197618802388509,0.9995073278745016,35.288506825764976,1.81087330977122,1.7810014486312866
high_volatility,0.6,120,1.5966370503107707,3.3127950032552085,0.6514467199643453,5.235395431518555,0.9995362361272176,28.471694310506184,1.6659903128941853,1.6184075276056926
high_volatility,0.7,120,1.7052806218465169,3.114299694697062,0.5508390665054321,5.183605353037517,0.9995186924934387,25.858678181966145,1.534079869588216,1.4563978910446167
high_volatility,0.8,120,1.7430959145228069,2.94429349899292,0.4871675868829091,5.236344973246257,0.9995437065760294,22.347815195719402,1.4853341182072957,1.3433369398117065
high_volatility,0.9,120,2.7452754974365234,3.0153419176737466,0.43598223725954693,5.2797112464904785,0.9995286067326864,20.135204950968426,1.415895899136861,1.3359949588775635
high_volatility,1.0,120,2.633595069249471,2.739938179651896,0.39975854754447937,5.194796085357666,0.999549667040507,17.10530153910319,1.342409650484721,1.2482308944066365
