dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
Flu_Deaths,0.01,120,17.553309122721355,18.81204605102539,743.5087076822916,32.81243387858073,6.43123722076416,12729.920247395834,711.1895955403646,627.8909505208334
Flu_Deaths,0.1,120,8.007663091023764,8.426420370737711,74.25390116373698,32.29610633850098,0.9103276530901591,1264.8157958984375,74.03634389241536,85.43962097167969
Flu_Deaths,0.2,120,7.99374532699585,6.93177858988444,37.422620137532554,32.86078643798828,0.82821124792099,624.4206339518229,36.422953287760414,60.97554397583008
Flu_Deaths,0.3,120,6.359190464019775,6.861515522003174,25.13444709777832,32.20152600606283,0.8946556051572164,425.92626953125,24.94627571105957,34.04254023234049
Flu_Deaths,0.4,120,7.0439348220825195,7.558246612548828,18.732960383097332,32.448521296183266,0.8214178284009298,318.38568115234375,18.540014902750652,21.77428944905599
Flu_Deaths,0.5,120,5.774030844370524,6.90798298517863,14.569296518961588,32.05196762084961,0.8832346200942993,246.02892049153647,14.8515837987264,17.509538650512695
Flu_Deaths,0.6,120,5.453439553578694,5.463210582733154,12.258898417154947,32.01809438069662,0.9053148825963339,206.63174438476562,12.355518341064453,13.566583633422852
Flu_Deaths,0.7,120,5.898056825002034,4.6191145579020185,10.508004188537598,32.371299743652344,0.8880660533905029,180.4825693766276,10.841120719909668,11.881203651428223
Flu_Deaths,0.8,120,5.759469191233317,5.788209438323975,9.139742215474447,31.881402333577473,0.8889113465944926,156.99914042154947,9.637920697530111,9.818988164265951
Flu_Deaths,0.9,120,5.093842029571533,6.1936953862508135,8.14054505030314,32.00387636820475,0.8864768147468567,145.9352823893229,8.379058837890625,8.668468793233236
Flu_Deaths,1.0,120,4.745515664418538,5.815516948699951,7.272913455963135,31.29881477355957,0.8783609867095947,126.43028004964192,7.494459788004558,8.22856060663859
