dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
correlated_latent_factor,0.01,120,431.6146545410156,424.8042704264323,12006.430338541666,485.66234334309894,991.6704711914062,498872.125,11769.51171875,9334.8291015625
correlated_latent_factor,0.1,120,352.33233642578125,351.24781290690106,1198.33740234375,487.5727132161458,1001.7224731445312,50835.186197916664,1189.2164713541667,1434.8115234375
correlated_latent_factor,0.2,120,334.10325113932294,342.18883260091144,596.581298828125,484.82997639973956,1001.8172200520834,25517.847005208332,621.7857259114584,704.2845865885416
correlated_latent_factor,0.3,120,311.85121663411456,329.07275390625,400.1673889160156,485.3388366699219,1001.5651245117188,17157.126302083332,434.16566975911456,486.97400919596356
correlated_latent_factor,0.4,120,295.59694417317706,328.6449788411458,301.07044474283856,482.71063232421875,1001.8330078125,13001.0625,340.1268717447917,376.8282877604167
correlated_latent_factor,0.5,120,282.5571594238281,320.62024943033856,239.92058308919272,484.30080159505206,1001.9208374023438,10479.884765625,286.2299092610677,306.04892985026044
correlated_latent_factor,0.6,120,272.7489725748698,311.3695882161458,200.1456095377604,482.5830993652344,1001.8742879231771,8860.205403645834,250.9953816731771,258.92372639973956
correlated_latent_factor,0.7,120,259.40175374348956,309.08835856119794,171.49238077799478,480.4778137207031,1001.9273071289062,7649.021647135417,225.16620381673178,224.93255615234375
correlated_latent_factor,0.8,120,246.5888468424479,306.7331237792969,150.19580586751303,479.85540771484375,1001.9337768554688,6721.350260416667,207.0373280843099,198.9759063720703
correlated_latent_factor,0.9,120,238.14450073242188,295.2916666666667,133.1159871419271,481.6462809244792,1001.9643351236979,6039.67919921875,192.42755635579428,179.5990193684896
correlated_latent_factor,1.0,120,227.38378397623697,293.24627685546875,119.97983805338542,480.47474161783856,1001.9792277018229,5516.6953125,180.9740753173828,163.40103149414062
