dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
periodic_switch,0.01,120,0.3759824236234029,0.3136820395787557,13.20471223195394,0.4087614417076111,0.9965396523475647,549.62939453125,12.932878494262695,11.7165314356486
periodic_switch,0.1,120,0.13360241055488586,0.1381774346033732,1.3199927012125652,0.40784555673599243,0.9989471435546875,55.52364857991537,1.2967414855957031,1.6834232807159424
periodic_switch,0.2,120,0.13804387549559274,0.17500231166680655,0.657387912273407,0.40692785382270813,0.9993746081988016,27.99371910095215,0.6549813548723856,0.9037714203198751
periodic_switch,0.3,120,0.11409897605578105,0.13301529238621393,0.44011081258455914,0.4056042929490407,0.9995344877243042,18.773073196411133,0.4346259335676829,0.49616766969362897
periodic_switch,0.4,120,0.1150040403008461,0.11972225209077199,0.3296721378962199,0.4058258732159932,0.9996768832206726,14.302908261617025,0.32741915186246234,0.3681588073571523
periodic_switch,0.5,120,0.10467907041311264,0.12171757221221924,0.2641922930876414,0.40513090292612713,0.9997033079465231,11.530287106831869,0.2629416584968567,0.2953856885433197
periodic_switch,0.6,120,0.1275260547796885,0.0796017919977506,0.21937341491381326,0.4040800829728444,0.9998466769854227,9.755992889404297,0.21913464864095053,0.2477075308561325
periodic_switch,0.7,120,0.10478136936823527,0.0902138923605283,0.18839817742506662,0.4023648301760356,0.9997711976369222,8.381341298421225,0.18755453824996948,0.21327076852321625
periodic_switch,0.8,120,0.08460529645284016,0.07755973190069199,0.16549623012542725,0.40218525131543476,0.9998795986175537,7.386639753977458,0.1648980975151062,0.18540485203266144
periodic_switch,0.9,120,0.10143432766199112,0.07969985653956731,0.14677915473779043,0.4011224905649821,0.9998499353726705,6.625737190246582,0.14597925543785095,0.16570354998111725
periodic_switch,1.0,120,0.13285233825445175,0.059139094005028404,0.1320581634839376,0.40015653769175213,0.9998622337977091,5.966331958770752,0.1305752992630005,0.14976390699545541
