dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
periodic_switch,0.01,120,279.64966837565106,284.4486796061198,12016.3603515625,663.6039632161459,1543.0566813151042,501271.3645833333,11762.994466145834,8769.364420572916
periodic_switch,0.1,120,132.39895884195963,118.97487131754558,1199.17333984375,663.028076171875,1548.5390625,51025.6328125,1186.6968587239583,1414.3492838541667
periodic_switch,0.2,120,140.1229248046875,113.53879801432292,600.11962890625,663.7890218098959,1549.2418212890625,25883.94140625,591.1913452148438,750.214111328125
periodic_switch,0.3,120,115.1555404663086,119.18011983235677,399.81439208984375,659.9165445963541,1549.07373046875,17385.0546875,395.27967325846356,451.8516133626302
periodic_switch,0.4,120,112.08036549886067,115.44424692789714,299.34698486328125,658.7248331705729,1549.2245686848958,13260.576171875,297.97182210286456,340.5709940592448
periodic_switch,0.5,120,100.36388651529948,95.86231231689453,240.95917256673178,658.9185180664062,1549.1575520833333,10739.040364583334,239.52954610188803,271.7693786621094
periodic_switch,0.6,120,109.77851104736328,116.02481079101562,200.68112182617188,659.5607096354166,1549.330322265625,9078.765625,200.60322062174478,224.54290262858072
periodic_switch,0.7,120,115.84022013346355,103.26537577311198,171.9411824544271,659.1122029622396,1549.318603515625,7876.681803385417,170.74588521321616,194.08541361490884
periodic_switch,0.8,120,124.96195220947266,89.41703796386719,150.04945373535156,657.7903442382812,1549.3599039713542,6959.498697916667,150.8389892578125,169.96339416503906
periodic_switch,0.9,120,111.59629567464192,100.98248291015625,133.3119659423828,656.5564575195312,1549.3692220052083,6269.053873697917,134.19608561197916,151.25346883138022
periodic_switch,1.0,120,99.4345703125,89.27725728352864,120.10286458333333,657.8232625325521,1549.3546956380208,5704.688802083333,121.69444783528645,136.46783447265625
