dataset,epsilon,window_size,Mirror-Smoothing,SPAS,Naive,BucOrder,CompOrder,DPI,PeGaSus,AdaPub
distribution_drift,0.01,120,0.31426448623339337,0.30216269691785175,11.244058609008789,0.4720447361469269,0.9959551294644674,462.4297688802083,10.843732833862305,7.477122783660889
distribution_drift,0.1,120,0.09452974547942479,0.09535106519858043,1.1509530146916707,0.46893346309661865,0.9993757605552673,45.04287846883138,1.1024911006291707,1.2917861938476562
distribution_drift,0.2,120,0.09234653661648433,0.08750477433204651,0.5571150183677673,0.46979743242263794,0.9996750354766846,23.0919926961263,0.5710856715838114,0.7160194118817648
distribution_drift,0.3,120,0.08985689530769984,0.08497370034456253,0.37804973125457764,0.4674105743567149,0.9997788468996683,16.17184003194173,0.3710439205169678,0.43878328800201416
distribution_drift,0.4,120,0.08483998725811641,0.079604538778464,0.2772725621859233,0.4693335294723511,0.9997847676277161,12.017686208089193,0.2730175753434499,0.320492962996165
distribution_drift,0.5,120,0.08301931867996852,0.08472160249948502,0.2206891030073166,0.4671413203080495,0.9997975826263428,10.021571477254232,0.2245892733335495,0.2478715479373932
distribution_drift,0.6,120,0.08178570866584778,0.08450304220120113,0.18552201986312866,0.46677449345588684,0.999749998251597,7.946728070576985,0.18799262742201486,0.205967977643013
distribution_drift,0.7,120,0.07709951947132747,0.07951826353867848,0.15712504585584006,0.46758559346199036,0.9998436172803243,7.054136912027995,0.15862301488717398,0.17293188472588858
distribution_drift,0.8,120,0.08293180912733078,0.07431726157665253,0.13771985471248627,0.4656139612197876,0.9998555183410645,6.215421676635742,0.14347759385903677,0.15429671108722687
distribution_drift,0.9,120,0.07323387265205383,0.07984802375237147,0.11971343060334523,0.46226488550504047,0.9998466968536377,5.558581352233887,0.12882325301567712,0.14153180023034415
distribution_drift,1.0,120,0.07102540632088979,0.07675482829411824,0.11023074636856715,0.46315114696820575,0.9999033013979594,5.172071615854899,0.11589500308036804,0.12768504271904627
